,Characters,Quotes,Scenes
25383,Zindy,"I'm sorry, Zoidberg. I can't see you anymore. Something's come up.It's vomit!",2259
25384,Zoidberg,I'd like to return these for a refund. Don't worry. They're... unused.,2259
25385,Merchant,Oh. I'm sorry. I get so little business I can't afford refunds. I don't know what's wrong with this location.,2259
25386,Zoidberg,I understand.,2259
25387,Merchant,Please don't cry. I can't stand to see a living thing feel pain. You are a... living thing. Right?,2259
25388,Zoidberg,Mhm. Can I have a refund now?,2259
25389,Roberto,"Ha ha! This here's a bayonet. It's some kinda kooky... half gun... half knife. Now empty out the register! And no bag, please. I care... about the environment.",2259
25390,Merchant,I... I have three dollars in mouldy pennies. It's all yours.,2259
25391,Roberto,That's generous of you.,2259
25392,Zoidberg,"Oh no you don't, Mister Big Jerk! I have nothing to live for, so I don't mind telling you... Those pennies are mine.",2259
25393,Roberto,Don't you get it? I'm craaaaaaazyyyyy! Ha ha!,2259
25394,Zoidberg,Go ahead! I don't care what happens anymore. Do it! Bash my head in.,2259
25395,Roberto,What is that? Mustard gas? That ain't legal. Ain't you hurtin' no Geneva convention?!,2259
25396,Merchant,That was amazing. Aw. You were so brave and frugal...,2259
25397,Zoidberg,I'm sorry. Don't hit me. Ooh... I like the way you hit! But I don't get it. Most women I've met can't even stand next to me without collapsing.,2259
25398,Merchant,What's wrong with those women?,2259
25399,Zoidberg,Well... some of them didn't have legs. But it's not them. It's me. How do I put this delicately? I'm smellier than a whorehouse's outhouse!,2259
25400,Merchant,"That's... terribly vivid. Doesn't matter to me, though. I was born with no sense of smell.",2259
25401,Zoidberg,Really?,2259
25402,Merchant,My name's Marianne.,2259
25403,Zoidberg,"Hello, you!",2259
25404,[Cut to,"Sign reading """,2259
25405,[Cut to,"Sign reading """,2259
25406,Marianne,I like your dumpster.,2260
25407,Zoidberg,Thank you. The previous tenant was a very prominent raccoon!,2260
25408,Marianne,I remember. Too bad he got partially run over by that steamroller. Can I kiss you?,2260
25409,Zoidberg,"First, let me pinch myself to make sure I'm not dreaming! Ouch! I forgot I was a giant crab!",2260
25410,[Scene,"Outside an NNY Recreation Center. A sign reads """,2261
25411,Randy,"Welcome, fans! I'm Randy, coordinator of this tap-dance-a-palooza.",2261
25412,Fry,Woohoo! Ran-dy!,2261
25413,Randy,"After weeks of searching, I'm proud to introduce the five people willing to participate — Tonya... Bender... Greg... some kinda blob monster... and Petunia!",2261
25414,Petunia,The extra clickin' you'll hear is gonna be my hip.,2261
25415,Randy,F.Y.I.... this little lady has a heart condition. She's always stealing them! Also... she has a serious heart condition.,2261
25416,Tonya,"I'm six years old, and tap dancing is my favourest thing! Even if it's not good for my pacemaker...",2261
25417,Audience,Aw...,2261
25418,Bender,"That is one quality pacemaker. The rest of you might as well give up now, 'cuz I'm gonna take home da— Hey. What's my grand prize gonna be?",2261
25419,Randy,"Oh. There is no prize, Dorothy. Unless you count the satisfaction of winning.",2261
25420,Bender,It... will... be... mine!,2261
25421,Hermes,"In conclusion, bullying in the workplace in unacceptable... and will not be tolerated.",2262
25422,Bender,"Outta my way, fattie! I'm practisin'. Ta-da!",2262
25423,Zoidberg,Friends! I'd like you to meet my new lady — Marianne!,2262
25424,Fry,What's the catch? She looks normal.,2262
25425,Amy,She's not a hologram.,2262
25426,Professor Farnsworth,Not a robo-slave.,2262
25427,Bender,We give up.,2262
25428,Marianne,"You guys are weird. I have to go open my flower stand, before the falafel guy takes my spot, but it was great to meet you. See ya later... crab cakes!",2262
25429,Amy,Dr Zoidberg... She's great!,2262
25430,Zoidberg,She's the best thing that ever happened to me. We had a wonderful night of love-making in my dumpster.,2262
25431,Others,Ewwwwwww!,2262
25432,Leela,I hope she used protection.,2262
25433,Fry,"Uh... No offense, Zoidberg, but... how is she not driven to madness by your mind-altering stench?",2262
25434,Zoidberg,"Because, my friends... she has no sense of smell!",2262
25435,Others,Ohhhhhhh.,2262
25436,Bender,That explained this.,2262
25437,Amy,I get it.,2262
25438,Zoidberg,"For the first time in my life, I'm truly happy.",2262
25439,Hermes,"It's just too bad for her there's no cure, I assume.",2262
25440,Professor Farnsworth,Ooh... but there is! A skilled surgeon could perform a nose transplant.,2262
25441,Zoidberg,"You're right! And I, as a renowned ear, nose, and blowhole doctor, could do the operation!",2262
25442,Fry,"Are you nuts?! If she could smell, she'd smell you! Your relationship would be over faster than you can say—",2262
25443,Professor Farnsworth,Listen to Orange Joe. You must never let the girl know of this wonderful surgery!,2262
25444,Zoidberg,I dunno. It doesn't seem fair to Marianne. But on the other claw... maybe I can't live without her! So you're right. I can never tell her.,2262
25445,Leela,You're doing the right thing.,2262
25446,[Scene,"Outside the NNY Recreation Center. The sign now reads """,2263
25447,Randy,"Today the competition begins. Over the course of the summer, we'll be eliminating one contestant each week, and by ""we"" I mean ""me"". Deal with it, you babies! Let the battle begin!",2263
25448,[Montage,"Time lapse. The caption """,2263
25449,[Cut to,"Inside the NNY Recreation Center. The caption """,2263
25450,[Cut to,"Bottle labelled """,2263
25451,[Cut to,"Inside the NNY Recreation Center. The caption """,2263
25452,[Cut to,"Inside the NNY Recreation Center. A banner reads """,2264
25453,Randy,"Okay! Before those pilates Nazis come goose-stepping in and take the room, here are the finalists for next week's championship! Bender... and Tonya!",2264
25454,Tonya,"I just wanna have fun, because dancing is fun, and I like dancing!",2264
25455,Fry and Leela,Aw...,2264
25456,Bender,"I'm gonna kick your ass, little girl!",2264
25457,Zoidberg,"For you, my lovely rugelach.",2264
25458,Marianne,"Thank you! It's Gardenia imperialis. You can brew it into a tea, if you like severe stomach cramps.",2264
25459,Zoidberg,Such a smart one! You know everything about flowers!,2264
25460,Marianne,Everything but how they smell... Please. Describe it to me.,2264
25461,Zoidberg,Uh... It's like summer... with a dab of vanilla and honey... or maybe winter with some gravy on it.,2264
25462,Marianne,I'd give anything to be able to smell a flower like that.,2264
25463,Zoidberg,"Marianne, my love. I've never known anyone who wanted to smell so badly... and there's a way maybe you can.",2264
25464,Marianne,Really?! How?,2264
25465,Zoidberg,"We have in the doctor world something called a nose transplant. I can give you a surgery, and when it's done... you'll be able to smell. Everything.",2264
25466,Marianne,"Oh, Zoidberg! I want the biggest nose you can find!",2264
25467,Fry,Dude! You made the finals! Congrats!,2265
25468,Leela,You've accomplished so much more than most of us would bother to.,2265
25469,Bender,"Yeah, but I'm not done yet. I got a full-proof plan to make sure I go home the champ!",2265
25470,Fry,You're gonna put sequins on your hat?,2265
25471,Bender,"Pfffffff!See that locker? Tonya keeps her tap shoes in there, so right before she dances... I'll sneak in and put rusty tacks in them.  The harder she dances, the more she bleeds!",2265
25472,Fry,Seems like a sold plan.,2265
25473,Leela,What?! It's the most horrifying thing I've ever heard!,2265
25474,Fry,That's true.,2265
25475,Bender,"Well, it gets worse. Once Tonya drops out due to blood loss, I kidnap her parents and make them watch... while I cut off her hair with these head's clippers!",2265
25476,Leela,Don't you lay a hand on that angel!,2265
25477,Bender,Angel?! I've looked into her eyes and seen her soul! She's a monster.,2265
25478,Leela,"You're insane! Come on, Fry. Let's go.",2265
25479,Fry,"Okay.See ya, Bender.",2265
25480,Tonya,"The championship's mine, robot.",2265
25481,Bender,Why? Whyyyyy?! What did I not do yet to deserve this?!,2265
25482,Amy,Aw... I think it's noble of you to give Marianne a new nose.,2266
25483,Hermes,Yeah. She'll be forever grateful... from somewhere upwind.,2266
25484,Zoidberg,True. Our relationship will end once she smells my odour. But you know what would really stink? If Marianne spent her whole life never knowing the beautiful scent of her own flowers.,2266
25485,Bender,Dr Zoidberg! Help!,2266
25486,Fry,Bender?! What happened to your leg tube?,2266
25487,Bender,"I got beat up by a little girl. Please. Fix my knee, so I can get revenge at the tap-dance championship!",2266
25488,Zoidberg,"I don't have time for this, robut. Here. Patch yourself up with this medicinal wacky pack.  It's time!",2266
25489,Leela,I got a donor nose! There was an accident at the fencing academy.,2266
25490,Fry,Touché!,2266
25491,[Scene,"Outside Zoidberg's office. A piece of paper on the door reads """,2267
25492,Zoidberg,"It'll all be over soon, my love. May I have...  one last kiss?",2267
25493,Marianne,Aw. There'll be lots more.,2267
25494,Zoidberg,Yes. Lots.  Nurse Amy. The anesthesia.,2267
25495,Marianne,Smell you later.,2267
25496,Amy,She's out.,2267
25497,Zoidberg,Then let's begin this delicate procedure.,2267
25498,[Scene,"Outside the NNY Recreation Center. The sign now reads """,2268
25499,Randy,"Okay, dance maniacs. Let's have a big hand for our finalists — cute, little Tonya... and mean, old what's-his-name!",2268
25500,Tonya,Oops! Looks like you already did!,2268
25501,Bender,"You are an evil, heartless trough... so actually... we have a lot in common. In another life, we could've been friends.",2268
25502,Tonya,"No chance, garbage-can face!",2268
25503,Bender,Aw!,2268
25504,Randy,"Brace yourselves, 'cuz we're gonna try somethin' you would never see in mainstream tap — a simultaneous, head-to-head tap-off!",2268
25505,Professor Farnsworth,Wha?!,2268
25506,Mrs Astor,Scandalous!,2268
25507,Randy,"It's time for some fancy, shmancy dancy. Hit it, me!",2268
25508,Bender,Ooooh!,2268
25509,Fry,Ow! Bender!,2268
25510,Randy,Ew! Look at him dance! He don't care.,2268
25511,Tonya,"Try this, pegleg.",2268
25512,Bender,No sweat!,2268
25513,Randy,"Time's up, kittens. The judge has conferred and the vote is in. I pick her.",2268
25514,Tonya,"Thanks, Mister Nice Man. You know... the doctors say my heart doesn't work very good, but it feels good today, 'cuz I got to dance, and make people happy.",2268
25515,Bender,I never knew I could hate this much!,2268
25516,Leela,Bender! She's a sweet little girl!,2268
25517,Bender,She's a pig! I'm gonna tap-dance on her grave some day!,2268
25518,Leela,Ohhhhh!,2268
25519,Tonya,This... is the bestestest day of my whole— Gah!,2268
25520,Randy,"Oh, my God, people! She's having a heart attack! A cute little heart attack!",2268
25521,Dr Cahill,"I'm a doctor, and yes. They're real. Clear!",2268
25522,Marianne,How did it go?,2268
25523,Zoidberg,"Just perfect. This time, you can describe their beautiful aroma to me.",2268
25524,Marianne,What is that horrible stench?,2268
25525,Zoidberg,"I don't know how to tell you this, but...",2268
25526,Marianne,It's these flowers! Bluh-ah!,2268
25527,Zoidberg,It's not the flowers. It's—,2268
25528,Marianne,Much better. You smell just like I dreamed you would.,2268
25529,Zoidberg,But but... But but... most people think I smell like a burning zoo!,2268
25530,Marianne,"I never learned a good smell from a bad smell, but I like the way you smell... because I like you.",2268
25531,Amy,It's so beautiful!,2268
25532,Dr Cahill,I'm sorry. She's gone.,2268
25533,Bender,"Woohoo! In your dead face, little girl! I'm not even gonna wait to dance on your grave. I'm gonna dance on your corpse, right now.",2268
25534,Randy,"Oh, my God!",2268
25535,Fry,"No, Bender! What're you doin'?! No!",2268
25536,Leela,Bender! Stop!,2268
25537,Randy,The robot has to go!,2268
25538,Bender,Huh?! What's that?,2268
25539,Tonya,I took a nappie!,2268
25540,Dr Cahill,I don't believe it. She's alive! Bender's rhythmic chest compressions restarted her heart.,2268
25541,Randy,He's a big ol' hero!,2268
25542,Bender,No. I was... tryin'... Hey. Wait. I... Come on. What...,2268
25543,Tonya,Just 'cuz you saved my life doesn't mean I won't beat you down again.,2269
25544,Bender,"Man. You are irredeemably evil. Together, we shall rule the galaxy!",2269
25545,Hattie,"Aw... What an adorable, little kajigger.",2269
25546,Bender,Now!,2269
25547,Zoidberg,Ah. Nothing like the first cup of dumpster juice in the morning. Marianne?!,2269
