,Quotes,Characters
19917,Of course it wanted a saucer you idiot A saucer of dewicious cweam,Farnsworth
19921,Just stwoke its fwffy fur,Fry
19923,Fweeble its fwooby pwow,Bender
19927,Where do you think youre going nocat,Bender
19929,Without a cat you aint going nowhere,Bender
19931,Were certainly not building something sinister if thats what your implying Now come on Bender Something sinister wont build itself,Farnsworth
19975,And why am I full of sand And Tootsie Rolls,Bender
19978,Quickly If we turn the ratchet the other way perhaps we can restart the Earth,Farnsworth
19980,I cant You should have called my cousin Turner,Bender
19982,Can someone open a window Its getting a little warm in here,Fry
19985,Amy technology isnt intrinsically good or evil Its how its used Like the death ray,Farnsworth
19987,Thats it Ill assemble your committee,Farnsworth
19996,And though the world is now spinning in the wrong direction its good enough Well done Amy,Farnsworth
20001,Congratulations Dr Wong,Farnsworth
20005,Youve got a bright future Amy As sure as the Sun sets in the east,Farnsworth
20009,Evolution is under attack in our schools To the science mobile,Farnsworth
20012,Its just that youve never called it that before but okay,Leela
20014,You people are as loud as you are ignorant Now get back on your turnip trucks and go home,Farnsworth
20016,As a professor of science I assure you that we did in fact evolve from filthy monkeymen,Farnsworth
20025,We did find it  Its called Homo erectus,Farnsworth
20027,Yes they have  Its called Homo habilis,Farnsworth
20029,Yes they have  Its called Australopithecus africanus,Farnsworth
20031,Okay granted that one missing link is still missing but just because we havent found it doesnt mean it doesnt exist,Farnsworth
20033,Ill show that bananaswilling poopslinger We just need to find that last missing link,Farnsworth
20034,I found a missing link It seems to be halfman halftoucan,Leela
20035,Not what were looking for Throw it in the soup,Farnsworth
20037,Did you find something Hermes,Fry
20043,Hey look I found a robot fossil,Bender
20044,Thats a bedspring you dumb bedspring There are no robot fossils,Farnsworth
20045,What Who says I didnt evolve,Bender
20046,Everybody Robots were created quite recently It was in all the papers,Farnsworth
20048,Ive hit a rich vein of missing links Java Man Piltdown Man Manfred Mann  Its the elusive missing missing link This will show Banjo once and for all,Farnsworth
20051,Hmm my tux doesnt fit Probably because Ive grown so much since I last wore it or evolved one might say,Bender
20052,One might not say that Your tux doesnt fit because you stole it from a boy,Farnsworth
20053,You mean a man It was his Bar Mitzvah,Bender
20057,Once again science saves the day The end,Farnsworth
20060,I dont want to live on this planet anymore,Farnsworth
20061,Faster Faster Just drop me off at that asteroid over there,Farnsworth
20062,Wow this planetoid is completely lifeless,Leela
20063,Not lifeless enough Set up my shack so that I can kick you out of it,Farnsworth
20064,Professor is this your only water source It looks like Diet Dr Pepper,Fry
20065,Its not that bad Its just laden with toxic minerals But not for long,Farnsworth
20067,Microscopic Nanobots  Theyre tiny robots I designed to eat up nasty irritants,Farnsworth
20068,Speaking of nasty irritants whats going to become of Cubert,Fry
20069,Who Oh my son Dont worry hes been safely abandoned with his godfather,Farnsworth
20074,Youll get your damned pizza you parasite First let see if my Nanobots have purified the water yet  Ah the waters as sterile as my milkmantrusting father But whats this The Nanobots have gotten more complex,Farnsworth
20075,Whats that you say Those robots have evolved all by themselves you say,Bender
20076,It wasnt by themselves I put them there Im a genius Get over it,Farnsworth
20079,Oh no My sunglasses were in there,Leela
20082,Does anyone have a lighter,Leela
20084,Okay weve got shelter and just enough precious food to ward off starvation,Leela
20092,I packed plenty of food but its all in dehydrated pill form,Farnsworth
20093,Then we need water from that pond Well have to fight our way past the Trilobots  Go Go Hit anything that moves,Leela
20097,All these trees are robotic I cant believe how quickly they sprung up,Farnsworth
20098,I can Robots do everything faster Including evolving and believing how quickly things spring up,Bender
20104,Great Scott a Tricycletops,Farnsworth
20105,Woohoo Throw down dinosaurs of the land and sea  This is a cool way to die,Fry
20117,If this is anything like killing that pigeon on my balcony weve got our work cut out for us,Leela
20120,A mass extinction  That solar flare created a huge electromagnetic pulse that while harmless to organic life shortcircuited the robodinosaurs,Farnsworth
20122,Only puny mammallike robots cowering in caves could survive such a catastrophe,Farnsworth
20123,Guys guys I taught myself to knit,Bender
20124,Wait a moment If we could scavenge the right parts from these robodinos I might be able to construct a rudimentary spaceship to get us off this planet,Farnsworth
20125,Oh well it took almost two hours but its finished  Now lets go to sleep Its solar powered so we cant take off until sunrise,Farnsworth
20126,Well lets find something comfy to bed down on,Bender
20129,Looks like the fittest did a little surviving last night huh,Bender
20133,We gotta save them But the only weapon we have is my fan dance,Fry
20134,Hmm I believe I can fashion a slingshot using this robot wishbone and this elastic from my pants,Farnsworth
20136,I can earn my own rocks Also I dont want any rocks,Leela
20137,Well it took almost twelve hours but its finished,Farnsworth
20139,Whats going on How did we save you,Fry
20147,And Im Bender baby My human slaves and I come from a planet where organic life and robotic life evolved side by side,Bender
20150,Good for you Can we go home now,Leela
20152,Thank you I must say Im so proud to see what youve blossomed into since I first created your ancestors,Farnsworth
20154,I thought you knew You all evolved from some filthgobbling Nanobots I designed I dumped them in one of your ponds a few days ago,Farnsworth
20157,Yes relative to you it was eons but well look at this hologram I took the day before yesterday of a robot frolicking with a robodinosaur,Farnsworth
20164,Bender what the Hell are you doing,Farnsworth
20165,Shut up Im billing you by the hour Besides Im a robot theyll listen to me  Ladytrons and gentlebots,Bender
20168,Thank you Your Honor this meatman does not deny that we robots are the glorious products of evolution He claim only to have played a small role in supplying the initial machinery I ask you is that so crazy Yes its completely crazy and that is why you must find him not guilty by reason of insanity,Bender
20169,Objection Im not crazy I created you all and I came here in a homemade spaceship and lived in a cave If you dont believe me ask my uncle,Farnsworth
20173,Son you in a whole mess of trouble,Bender
20178,Im glad you agree Dr Banjo,Farnsworth
20180,Well I dont know about allknowing And I admit its possible however unlikely that some wise and allknowing alien monster set evolution in motion here on Earth,Farnsworth
20181,And the Creator could also be a robot,Bender
20182,Then who built this socalled Creatorrobot,Farnsworth
20184,I guess that would be stupid Never mind,Bender
20185,Then its settled Finally a world in which Im happy to raise my son,Farnsworth
20190,Boy that things big Fry is my colossal eye too big,Leela
20191,No its what makes you you,Fry
20192,But its so round so hideously round,Leela
20193,Leela listen Youre the most beautiful woman Ive ever known,Fry
20194,Oh So you only care about my looks,Leela
20198,Of course Im not planning to steal that crown,Bender
20200,True Ive always dreamt of being an emperor You know for Halloween and then forever But heisting those jewels would be difficult,Bender
20202,Ill need accomplices A sexy vamp to distract and tie up the guard,Bender
20204,A claw man to slip past the metal detector and cut the alarm wires,Bender
20206,And finally a chump to be caught on video and later arrested,Bender
20207,As I told you on SuckerPunch Day Im through being a chump,Fry
20208,Of course it would all require splitsecond robotic timing Thats were I come in You see I own a watch,Bender
20209,There This time Im sure Ive fixed the mindswitcher,Farnsworth
20211,Well as a man enters his 18th decade he thinks back on the mistakes hes made in life,Farnsworth
20213,Science cannot move forward without heaps No what I regret is the youth I wasted playing it safe,Farnsworth
20217,Funny I could use a little extra meat on my bones  Wait a second if we switch bodies I could live life to the extreme and you could indulge your demonic food lust,Farnsworth
20221,Im sorry Amy but your body is not up to the task Also I dont care for these boobs flapping every which way Now quit your bolognagargling and lets switch back to our original bodies,Farnsworth
20222,Body switcher eh Mayhap the heist is back on Who needs accomplices if I can just use their bodies,Bender
20224,I failed to take into account the cerebral immune response,Farnsworth
20226,However perhaps they can Maybe we can swap back using a third body for temporary storage space,Farnsworth
20231,Now then Amy well simply switch bodies and then well well No Id be back in my body but then you and Bender would be switched And the Amy and Bender bodies cant trade minds again since they just did,Farnsworth
20233,Im not sure Im afraid we need to use MATH,Farnsworth
20238,I said Wow chica wow wow,Bender
20239,Professor whats the matter,Leela
20243,At least you get the senior discount at the movies I hate paying 14 to see Nicolas Cage solve things,Leela
20245,We could always switch back right,Leela
20246,Hey Leela Mmm What smells saturated,Fry
20248,Woah That sounds like something Amy would say and eat,Fry
20251,Aha You do only like me for my body,Leela
20252,That is entirely not true sir,Fry
20253,Uh could you come back when my chump gets here,Bender
20255,With all due respect Your Majesty Im a robot like you I just switch bodies with some bimbo Go ahead ask me something only a robot would know,Bender
