,Characters,Quotes,Characters_consolidated
14491,FRY,But you're not really a lady anyway. Right?,FRY
14493,FARNSWORTH,"Dear Lord, a coaster! The Femzoil must be sacheting girlishly into your processor.",FARNSWORTH
14512,FRY,You gotta tell me. You're not actually attracted to Calculon right? And if you are don't tell me. Are you?,FRY
14514,LEELA,Well I think you dating a Manbot is a disgrace. And I refuse to be involved. And you have way too much lipstick on.,LEELA
14519,FRY,"But what if he wants to, I mean if he tries to...uh...Barry White?",FRY
14523,FARNSWORTH,"Oh dear. Her mood swings are getting wilder. She's becoming a slave to her emotions. Just like all women, particularly you Leela.",FARNSWORTH
14524,LEELA,I'm worried about him too Professor.,LEELA
14539,FRY,I'll miss you buddy. You've been like a brother and then a sister to me. And now you're getting married. I love you.,FRY
14541,FRY,Cool. What's for dinner?,FRY
14542,LEELA,What do you mean a scam?,LEELA
14544,FRY,That's marriage alright!,FRY
14545,LEELA,That is so unbelievably manipulative.,LEELA
14547,LEELA,Well I...uh...I thought I might like him on a full stomach.,LEELA
14567,FRY,So now you do wanna marry him?,FRY
14570,FARNSWORTH,You're falling into the final debilitating stages of womanhood. You've waited too long to switch back you dingbat!,FARNSWORTH
14571,LEELA,OK look. If I help you with this do you promise to get out of my gender and stay out?,LEELA
14573,LEELA,"Alright. Now there's no way to stop this marriage without hurting Calculon. But he's an actor. If there's one kind of pain he can handle, it's soap opera pain.",LEELA
14574,LEELA,"(whispering) OK, is everyone ready?",LEELA
14587,LEELA,Coilette! You she-devil!  You really thought you could steal those diamonds from me and Congo Jack?,LEELA
14592,FRY,Yes. And I have a message for you from Colonel Mitumba! He says this......is from Congo Jack.,FRY
14601,FARNSWORTH,Turn off that crap-o-rama! One mistake now and Bender will be trapped forever between the already ill-defined robot sexes.,FARNSWORTH
14603,FRY,"Well Bender, I hope this has taught you a lesson about changing your sex to win five gold medals.",FRY
14607,BENDER,"...drive to Vegas, pick up some Flooziebots and void their warranties all night long!",BENDER
14608,FRY,Yay my buddy's home! And his respect for women is back to normal.,FRY
14609,LEELA,I kind of hope this whole experience would have left you a little more open to your sensitive side.,LEELA
14610,BENDER,Yeah you'd think but what you gonna do?,BENDER
14616,FARNSWORTH,Sentimental drivel-poop.,FARNSWORTH
14617,FRY,C'mon Bender let's go. This chick flick is getting me all barfy.,FRY
14618,BENDER,Yeah. Emotions are dumb and should be hated.,BENDER
14622,BENDER,I said you two don't dress trampy enough. I still got it!,BENDER
14629,BENDER,"Oh my God, robot beely-boppers!",BENDER
14630,FRY,And there's a robot scratching post. You should try it out Bender.,FRY
14631,BENDER,"Please, I have some dignity.",BENDER
14633,FARNSWORTH,Like fun it is you glass headed wallaby!,FARNSWORTH
14636,FARNSWORTH'S KILLBOT,Such senseless aggression.,FARNSWORTH
14638,BENDER,The secret is to scratch 'em really really hard!,BENDER
14642,FRY,"(shouting) Oh, now I get it!",FRY
14644,BENDER,Woo! I love that old bat!,BENDER
14650,BENDER,"Right here, I'm comin'! C'mon baby! I'll do it! C'mon Mom!",BENDER
14652,BENDER,"Oo, here we go. I'm your top of the line Mom!",BENDER
14654,BENDER,"Man, that smells great!",BENDER
14658,BENDER,"Uh, I never got the change.  Suckers.",BENDER
14660,BENDER,That new robot is great huh? Sure made me look like a pile of crap.,BENDER
14661,FARNSWORTH,Indeed. That's why I bought one to help around the office.,FARNSWORTH
14663,LEELA,Let's try him out. Robot 1-X? Can you clean Nibbler's skanky litterbox?,LEELA
14665,BENDER,Hey I could have done that if you'd asked me.,BENDER
14666,LEELA,I asked you five minutes ago.,LEELA
14667,BENDER,You call that a kiss? I'll show you! C'mere Nibbler!,BENDER
14668,FARNSWORTH,Oh look Bender if you want something to do stop making out and give us a hand.,FARNSWORTH
14672,BENDER,"Get outta here freshman, I don't need your help.",BENDER
14674,BENDER,"Yeah, well assist this!",BENDER
14675,BENDER,"Ohh! When I screamed ""help"" I didn't mean you!",BENDER
14677,BENDER,Don't mind me. I'm just saving you the trouble of throwing me away.,BENDER
14679,BENDER,I can't. I'm stuck in the can.,BENDER
14680,LEELA,"Well, ask Robot 1-X to pull you out.",LEELA
14682,LEELA,Why can't you accept his help.,LEELA
14684,LEELA,But he's just a tool to make your life easier. Like a socket wrench or a burglars kit.,LEELA
14685,BENDER,I can't ask for his help because...,BENDER
14687,BENDER,(whispering) I'm scared of him.,BENDER
14689,FARNSWORTH,Well then there's only one solution. You need an upgrade to make you compatible with Robot 1-X's new technology.,FARNSWORTH
14690,BENDER,"An upgrade? But I thought we all agreed I was perfect! Fry, didn't we agree I was perfect?",BENDER
14691,FRY,"Oh yeah, no, you're pretty perfect.",FRY
14692,BENDER,"Pretty perfect? So, you do think I need an upgrade.",BENDER
14693,FARNSWORTH,"Yes for God sakes, yes!",FARNSWORTH
14694,BENDER,(crying) Fine. I'll be back in a few days.,BENDER
14697,BENDER,"Yeah, right on nutcake!",BENDER
14699,BENDER,"W-W-Wait, what happened to your enthusiasm for stabbing them?",BENDER
14701,BENDER,It's like he's not him anymore.  You took away his robo-humanity!  I changed my mind!,BENDER
14702,BENDER,"I did it! I escaped! But to what kind of a life?  I'm too scared to get the upgrade but I can't face my friends again without it.  And so I set sail for unknown shores. Oh merciful Poseidon, take pitty on this mechanical mariner. Oh jeez!",BENDER
14703,BENDER,(shouting) Curse you merciful Poseideon!,BENDER
14704,BENDER,"Boy, what is this deal with the ocean? A tropical island huh? Well, I've washed up on worse places. OK, first up, I'm gonna need to build a shelter.  There. Well. I guess I'll go out for a while.",BENDER
14705,BENDER,Damn. One rock short of rescue!,BENDER
14706,BENDER,"Oop, low on power!  Better fuel up! Oh no! Guess I'll do what I always do when I run out of booze.",BENDER
14707,BENDER,"Dont panic, I've got these yams. I'll just make some yam schnapps.",BENDER
14708,BENDER,Hey I should be mad at you! Now turn around.,BENDER
14711,BENDER,Who are you and why should I care?,BENDER
14713,BENDER,A working cartridge unit? Wow! You guys went obsolete years ago!,BENDER
14716,BENDER,Yeah but you have a choice.  What's your problem?,BENDER
14721,BENDER,"Look, no offence, but I need technology. Especially email and snowmobiles. And television! Without television how will I know what buzzwords are in?",BENDER
14723,BENDER,That's the dumbest thing I've ever heard.,BENDER
14724,BENDER,Oh man he's never gonna make it over that next pebble...! Wait...wait...oh my God he made it!,BENDER
14727,BENDER,That was the greatest thing ever! Lets party!  Yeah baby c'mon!,BENDER
14729,BENDER,It's one of my ten desert island discs. I never even thought I'd get to use them. But look at me now. Ooh yeah baby! Do that thang!,BENDER
14731,BENDER,Which ocean? That ocean?,BENDER
14732,BENDER,Whoa! It's like the earth is making sweet salty love to itself while all the fish groove on it. So much for this garbage.  Take that Beethoven you deaf bastard!,BENDER
14733,BENDER,Bang bang bang. You sure got this life thing figured out cymbal banging monkey.,BENDER
14735,BENDER,Ooo! I'm gonna wash my linen so hard the w -  You-!  Wretched technology has brought me nothing but misery!,BENDER
14737,BENDER,Oh it's true. I am a hideous triumph of form and function.  But not for long!,BENDER
14738,BENDER [FROM HUT],"Oh, ow that hurt, oh...",BENDER
14740,BENDER,Behold my hand crafted purity. The modern world can bite my splintery wooden ass!,BENDER
14742,BENDER,Pft! Forget that. I say the whole world must learn of our peaceful ways. By force!,BENDER
14744,BENDER,We're going back to civilisation to wage war on technology!,BENDER
14746,BENDER,We'll soon stage an attack on technology worthy of being chronicled in an anthem by Rush!,BENDER
14748,BENDER,Mirrors reflecting mirrors? Hi-tech sorcery! Sorcery I say!,BENDER
14750,BENDER,"Yep, we're there. Prepare to surface!",BENDER
14751,BENDER,"And now, technology shall taste the lash of the hickory switch!",BENDER
14753,BENDER,"Whoa, whoa. No-one wants to count rocks more than me. But our mission is not complete. Not so long as Robot 1-X torments me with his obvious superiority. Ready the catapult Sinclair.  Aim for their power lines. The devil weans and electricity is his blood.",BENDER
14756,FARNSWORTH,(shouting) Oh! I'm blind!,FARNSWORTH
14757,LEELA,"Professor, we have no power.",LEELA
14758,FARNSWORTH,"What do you mean ""no power""? We're living in the future.",FARNSWORTH
14759,LEELA,I'd better light some candles.,LEELA
14760,BENDER,Friends. I've come to free you from your complicated lives. Free you from the complicated part I mean not the lives part.,BENDER
14761,LEELA,Oh Lord he's made of wood! What now Bender?,LEELA
14762,BENDER,"I got a downgrade! I'm a steam-powered wooden robot - just as nature intended. Therefore, I must kill Robot 1-X.",BENDER
14765,BENDER,I don't need your charity.  (shouting) Target Robot 1-X and fire!,BENDER
14766,FARNSWORTH,You wanged my ship you walnut panelled idiot!,FARNSWORTH
14767,BENDER,"(shouting) Try again Sinclair, I said target Robot 1-X!",BENDER
14770,LEELA,Great. Now we're being crushed.,LEELA
14772,BENDER,"Heck! Those guys hate fire! I gotta do something.  What the-? Termites? Well, I don't need legs to save my friends. I'll just use the old extentromatic arms!",BENDER
14774,BENDER,"I'm a comin'  Ow! Lousy primative body! Oh, why didn't I get that upgrade? I'm an outdated piece of junk!",BENDER
14776,BENDER,You shut up. No wait. I can use you as a tool to save my friends and I'll still be the hero who everyone says how great he was!,BENDER
14778,BENDER,Save my friends!  And Zoidberg!,BENDER
14781,BENDER,Down here.  I'm so sorry guys. I never meant to hurt you. Just to destroy everything you ever believed in.,BENDER
14782,LEELA,"Well, at least you saved us from, uh, you. Thank God you finally overcame your incompatibility with Robot 1-X.",LEELA
14783,BENDER,"Oh yeah, we were totally in sync! I was like ""Save them!"" and he was all ""No problem!"" and then he did it...",BENDER
14784,BENDER,...This new technology is great!  I love those magnificent 1-X robots. The 1-X robots are my friends!,BENDER
14786,BENDER,I'd like to give Robot 1-X a big smooch on the -  Hey! What's the dilly-o?,BENDER
14788,BENDER,But I destroyed the technology of the world. I ran on the beach and felt the sand between my foot cups.,BENDER
14790,BENDER,"Oof. If that stuff wasn't real, how can I be sure anything is real? Is it not possible, nay probable, that my whole life is just a product of my or someone else's imagination?",BENDER
14792,BENDER,"Well, I guess reality is what you make of it.  Oh, thanks baby!",BENDER
14805,BENDER,Cram a ham in it you twerps!  Sorry!,BENDER
14811,LEELA,Do you two have to imitate everything you see on TV?,LEELA
14817,FARNSWORTH,"Hmm, you didn't have a birth so technically, no.  Oh, don't feel bad. We can celebrate the day I extracted you from the cloning tank. Or the day I scraped that DNA from that growth on my back.",FARNSWORTH
14819,FARNSWORTH,Ah yes. It was 13 years ago next week. I used this very fork.,FARNSWORTH
14829,BENDER,Whoever's directing this is a master of suspense!,BENDER
14831,FRY,This show's been going downhill since season three.,FRY
14833,LEELA,Since when are you performing at children's parties?,LEELA
14837,FARNSWORTH,Well that doesn't mean that no one is coming and that you two are total losers. Who gave you that idea?,FARNSWORTH
14843,BENDER,"(gasping) Guys, guys something's happening on television again.",BENDER
14846,BENDER,An open casting call for child robots? Tinny Tim? Are you thinkin' what I'm thinkin'?,BENDER
14848,BENDER,"That I, Bender, am perfect for the role!",BENDER
14850,LEELA,"Bender, your swarthy Latin charm will only get you so far. There's a lot of famous child acting units here.",LEELA
14851,FRY,"Look, there's Macaulay Culckon.",FRY
14852,LEELA,He's just not cute since he got puberty installed.,LEELA
14853,FRY,Psst. There's that robot child actor who grew up an robbed a convenience store!,FRY
14854,LEELA,And there's that robot child actor who grew up and became a convenience store!,LEELA
14867,BENDER,(shouting) Boo! Not as good as Bender! Boo!,BENDER
14870,BENDER,"Once, when I took those hostages.",BENDER
14872,BENDER,Banditos eh? Aw this is great! 'Cause I happen to have a flawless Spanish accent!  (bad Spanish accent) I will say adios Padre! Come Jesus ye faithful. Tonight we eat...guacamole by the El Rio!,BENDER
14877,BENDER,Yo! I read the script and I think it would help my character's motivation if he was on fire.,BENDER
14879,BENDER,So now my character has a British accent?,BENDER
14881,BENDER,(muttering) Stupid dumb coma...coulda been British.,BENDER
14883,BENDER,(quietly) Permanent? That's completely out of character for Antonio. I'm gettin' up.,BENDER
14885,BENDER,"Hey everyone! Antonio here but you can call me ""Bender""! I got ants in my butt and I needs to strut.  C'mon baby! C'mon!",BENDER
14887,BENDER,"Bite my shiny metal ass!  Ooo yeah! C'mon baby, do that, oo yeah!",BENDER
14892,BENDER [ON TV],"Bite my shiny metal ass!  Ooo yeah! C'mon baby, c'mon yeah!",BENDER
14893,BENDER,Now that's hospital dancing.  Pretty good eh Calcky?,BENDER
14921,FARNSWORTH,The ruffians smoked one of your cigars.,FARNSWORTH
14924,FARNSWORTH,What? Such an act would be most uncomfortable for both of us! Where did you learn such language?,FARNSWORTH
14927,BENDER,"OK OK OK, get ready for this part.",BENDER
14934,FRY,Pft. What kind of bozos would start a Bender protest group?,FRY
14935,FARNSWORTH,Good news everyone. Hermes and I have started a Bender protest group.,FARNSWORTH
