,Characters,Quotes,show
9499,bartlet,"Because smart people told me. Please god, Leo, let them be right.",west_wing
9509,bartlet,So it's starting to close in on the boundary?,west_wing
9510,bartlet," Yeah, but we're gonna make sure he looks  like an idiot, too, right?",west_wing
9511,bartlet, Wyoming is just going to have to have some faith that the Department  of the Interior knows what it’s doing.,west_wing
9512,bartlet,"Thank you, Mr. Secretary.",west_wing
9514,bartlet,We'll go with that for now.,west_wing
9517,bartlet,I thought you don't oppose a tax cut in an election year?,west_wing
9519,bartlet,"Actually, you stamp it, then sign it.",west_wing
9521,bartlet,"It doesn't matter if most voters don't benefit. They all believe that someday they will.  That's the problem with the American dream. It makes everyone concerned for the day  they're gonna be rich... The governors of Wyoming, Idaho, Montana, and Utah, along with  the Senate Majority Leader and Speaker of the House, are calling me a ""fringe""  environmentalist, 'cause I'm listening to the Secretary of the Interior and the Secretary  of Agriculture, along with the U.S. Forest Service, the Chief Ranger, and the Parks  Superintendent.",west_wing
9522,bartlet,"They say letting the fire burn is good for the environment. And I'm betting on a weather  report, of all things. It's just one of those times.",west_wing
9542,bartlet,There was a reason they had to cancel.,west_wing
9543,bartlet,What do you think they're gonna be talking about?,west_wing
9544,bartlet,They could have left after the entree.,west_wing
9545,bartlet,They're gonna miss hot pumpkin soup with a cheese gnocchi and a chevre brioche.,west_wing
9546,bartlet,That's a pretty big price to pay just to override my veto.,west_wing
9547,bartlet,So I'd think twice about vetoing.,west_wing
9549,bartlet,You know what we're starting with tonight?,west_wing
9550,bartlet,Hot pumpkin soup with a cheese gnocchi and a chevre brioche.,west_wing
9553,bartlet,I say they could've waited until after the entree.,west_wing
9558,bartlet,Sometimes it's like I don't even need to be here.,west_wing
9560,bartlet,"C.J., you look very nice.",west_wing
9568,bartlet,"They wouldn't. What do you got in the box, Mr. Dolan?",west_wing
9571,bartlet,"If the House successfully overrides the veto, we are weak.",west_wing
9572,bartlet,Table salt.  Send it back.,west_wing
9591,bartlet, Have the parents been notified? ,west_wing
9592,bartlet,Has anyone claimed responsibility? ,west_wing
9593,bartlet,"Nancy, hasn't State issued travel warnings since Bekaa? ",west_wing
9594,bartlet,The Americans were targeted? ,west_wing
9595,bartlet,You think there's an Afghan connection? ,west_wing
9596,bartlet,I'm going to want some temperature-cooling options. ,west_wing
9635,bartlet,Agency and FBI concur? ,west_wing
9636,bartlet,And we shouldn't be looking outside the box? ,west_wing
9637,bartlet,Retaliation for Bekaa? ,west_wing
9638,bartlet,If that's the case I want to hear it from Arafat's mouth. I want to hear it from him. A denunciation  of violence. I want to see security cooperation with the Israelis. ,west_wing
9665,bartlet,"Yeah, you're pretty gross. ",west_wing
9666,bartlet,It's good... but... a suicide bomber got two American kids in Jerusalem. ,west_wing
9667,bartlet,We're pretty sure. We got some things going. ,west_wing
9668,bartlet,19 and 21. They were brothers. You speak to Zoey today? ,west_wing
9669,bartlet,I thought the deal was she calls once a day. ,west_wing
9670,bartlet,I want her to call every day. ,west_wing
9671,bartlet,All right. You need anything? ,west_wing
9672,bartlet,So you think I get on the phone with the Chairman and...,west_wing
9673,bartlet,It's gonna take more than that.,west_wing
9674,bartlet,We'll withhold the $100 million in NGO aid if they don't hand him over?,west_wing
9675,bartlet,And you think handing him over puts the pin back in the grenade?,west_wing
9676,bartlet, All right. Set up the call.,west_wing
9714,bartlet,"This guy at the dinner, he told me something I didn't know. On Yom Kippur, you ask forgiveness for  sins against God. But on the day before, you ask forgiveness for sins against people.   Did you know that?",west_wing
9716,bartlet, You can't ask forgiveness of God until you've asked forgiveness of people on the day before. ,west_wing
9717,bartlet,"Yeah, I'm gonna do this alone. Have a good night, everybody.",west_wing
9718,bartlet," Mr. and Mrs. Levy, this is Jed Bartlet. I have three children. I really don't know what to say.",west_wing
9729,bartlet,"Oh, like I'm not already going to hell.",west_wing
9730,bartlet,"Yeah. She's skipping over the part that says, ""Wives, be subject to your husbands as to  the Lord, for a husband is the head of a wife as Christ is the head of the church.""",west_wing
9731,bartlet," ""In splendor."" And I have no problem with Ephesians.  And any time you want me to cleanse you with the washing of water, you know I'm up for it.",west_wing
9732,bartlet,This guy was a hack! He had a captive audience! And the way I know that is that I tried  to tunnel out of there several times. He had an audience and he didn't know what to do  with it.,west_wing
9733,bartlet,Couldn't have hurt. Words...,west_wing
9734,bartlet,"Words, when spoken out loud for the sake of performance, are music. They have rhythm,  and pitch, and timbre, and volume. These are the properties of music, and music has the  ability to find us and move us, and lift us up in ways that literal meanings can't. Do  you see?",west_wing
9735,bartlet,"Yes, I am. And God loves me for it.",west_wing
9736,bartlet,"For other stuff, not for this. You can't just trod out Ephesians, which he blew, by the  way, it has nothing with husbands and wives, it's all of us. Saint Paul begins the  passage: ""Be subject to one another out of reverence to Christ.""  ""Be  subject to one another."" In this day and age of 24-hour cable crap, devoted to feeding  the voyeuristic gluttony of the American public, hooked on a bad soap opera that's  passing itself off as important, don't you think you might be able to find some relevance  in verse 21? How do end the cycle? Be subject to one another!",west_wing
9737,bartlet,"No, it's not about me! Well, yes, it is about me, but tomorrow it'll be about somebody  else. We'll watch Larry King and see who.  All hacks, off the stage! Right now!  That's a national security order.",west_wing
9738,bartlet,How does Mrs. Sinatra feel about that?,west_wing
9739,bartlet, You make me egg foo yung...,west_wing
9741,bartlet, You make me feel there are songs to be sung...,west_wing
9743,bartlet,"Ah, damn. Charlie, can I see Leo?",west_wing
9744,bartlet,Okay.  When do you think I should go in there?,west_wing
9746,bartlet,You'll talk to the sheriff's office and...,west_wing
9748,bartlet,C.J. thinks I should wait a few hours.,west_wing
9750,bartlet,"Be subject to one another, Leo. What can I do to be of subject to you?",west_wing
9751,bartlet,He's not going to want to do it.,west_wing
9752,bartlet,What are you doing today?,west_wing
9753,bartlet,"Keep me out of it, all right?",west_wing
9754,bartlet,You think I should send Hoynes to Texas?,west_wing
9755,bartlet,"All right, get him over here.",west_wing
9768,bartlet,Do you know this church?,west_wing
9769,bartlet,The United Baptists Church in Abilene?,west_wing
9770,bartlet,"Listen, you feel like having a beer with me?",west_wing
9771,bartlet,"On Sundays, when we got back from church, my father would let my brother and me split a  beer. It got to be a habit.",west_wing
9772,bartlet,"Nancy?  Nancy, could I get  a cold beer and some ice water?",west_wing
9773,bartlet,And close the door please.  Nancy does what she was told.,west_wing
9774,bartlet,"It's what Texans do.  The NRA systematically worked the legislatures to weaken conceal-and-carry  laws, the effect of which is to increase gun sales and pad its own membership.",west_wing
9775,bartlet,The National Conference on State Legislatures is meeting this weekend at the Convention  Center in San Antonio.,west_wing
9776,bartlet, It's also what Vice Presidents do.Nancy comes in and serves them beer and water.,west_wing
9803,bartlet,"And if you look at the state of New Jersey, which has a ""may issue"" law-if you look at  changing that one word...",west_wing
9804,bartlet,"Changing that one word means law enforcement can decide who gets a concealed weapon and  when and where they can carry it. Texas has a ""may issue"" law in front of a legislature  right now, and you going down there...",west_wing
9805,bartlet,It's counter-scheduling. You go in front of an unfriendly audience. You tell them  something they don't want to hear-it shows you have courage.,west_wing
9806,bartlet,You're a hero in Texas.,west_wing
9807,bartlet,Texans don't like that you have the courage of your convictions?,west_wing
9808,bartlet,That's not good enough.,west_wing
9809,bartlet,"A tradition that's passed on from father to son? We tamed the frontier, John. We did that  already.",west_wing
9810,bartlet,Let them stand in this room and say that. On this day. Let them stand in this room.  I like it?! She was nine years old! ,west_wing
9811,bartlet,Green Bay lost.  She was nine years old.,west_wing
9812,bartlet,Well... that is an excellent point. I never saw it that way.,west_wing
9813,bartlet,"You know what? Last year, gun deaths? 30,708. Alcohol deaths? 35,450. Tobacco deaths?  400,000. Marijuana deaths? Zero. This guy, the second shooter-Rambo? He's gonna get  nothing. He's gonna get a parade. You know why? There was no sign posted in the church  saying you can't carry a concealed weapon.  I'm just playing devil's advocate.  She was nine years old.",west_wing
9834,bartlet,"Can I ask you a question, just out of curiosity?",west_wing
9835,bartlet,"If guns are meant to deter the threat of crime, what's the point of concealing them?  I mean, wouldn't you want the criminal to see that you've got a gun?",west_wing
9836,bartlet,Then what's the answer to that?,west_wing
9837,bartlet,"We can't all just agree it's a stupid-ass amendment that was written before there were  street lamps, much less police forces, and move on?",west_wing
